ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y
1,2670,6637.540839,2396.424945
1,2671,6767.2277,2392.408451
1,2672,8105.382381,2405.137464
1,2673,7752.480256,2400.196371
1,2674,7881.356383,2401.367021
1,2675,8066.090793,2403.848465
1,2676,3544.396144,2404.03681
1,2677,6672.332661,2403.157258
1,2678,7938.007003,2403.533613
1,2679,3580.764603,2407.263296
1,2680,9430.816124,2411.25884
1,2681,5379.870356,2414.651383
1,2682,6870.558586,2417.446465
1,2683,2728.990486,2408.036998
1,2684,6578.211618,2420.282158
1,2685,8037.643319,2402.588362
1,2686,2816.57563,2409.63708
1,2687,3401.305495,2414.865934
1,2688,6606.011893,2412.421209
1,2689,7708.973588,2415.750455
1,2690,2398.549356,2413.416309
1,2691,5252.849338,2426.124172
1,2692,2622.87199,2412.962611
1,2693,6460.202512,2425.160911
1,2694,8005.648084,2419.512195
1,2695,7674.976024,2420.10989
1,2696,2352.809289,2417.350296
1,2697,6781.84391,2429.863869
1,2698,7904.126185,2428.751276
1,2699,7637.106825,2424.686944
1,2700,7775.941945,2430.545235
1,2701,2769.693907,2423.607834
1,2702,2674.410359,2426.811421
1,2703,7852.580067,2435.7514
1,2704,6720.239804,2428.165307
1,2705,7977.394345,2426.28869
1,2706,5317.953988,2429.503067
1,2707,2560.836983,2435.045012
1,2708,3479.997468,2424.341772
1,2709,8125.191489,2435.398936
1,2710,5401.500507,2436.191489
1,2711,2849.042328,2444.674981
1,2712,6667.837209,2438.925949
1,2713,6497.979893,2436.022788
1,2714,3402.342105,2438.030075
1,2715,5267.15619,2458.026596
1,2716,7936.282334,2447.928233
1,2717,3580.376761,2439.038732
1,2718,6621.763993,2441.834888
1,2719,2423.08705,2457.429496
1,2720,6534.676242,2446.318372
1,2721,7699.819495,2446.726835
1,2722,3442.244023,2455.409728
1,2723,6867.143561,2451.154652
1,2724,9458.609017,2446.521803
1,2725,8096.005008,2448.609905
1,2726,2452.349261,2456.155859
1,2727,5366.23782,2458.446738
1,2728,6824.452782,2448.042159
1,2729,7638.636971,2456.737194
1,2730,8185.665041,2460.907317
1,2731,6914.373062,2460.284884
1,2732,2774.614924,2462.888531
1,2733,7990.782437,2470.685918
1,2734,2383.530797,2463.861866
1,2735,2549.819328,2461.342437
1,2736,7725.373753,2475.570223
1,2737,2334.112218,2470.199867
1,2738,6563.652209,2474.210311
1,2739,9435.598611,2468.515278
1,2740,6488.659787,2479.820905
1,2741,6677.087652,2474.866923
1,2742,7655.825633,2474.283159
1,2743,2608.834049,2470.054363
1,2744,6630.894403,2469.696938
1,2745,8121.578904,2476.779231
1,2746,7907.019157,2471.612261
1,2747,6848.72507,2479.116496
1,2748,7684.591111,2477.084444
1,2749,8070.79063,2472.089312
1,2750,8155.84507,2479.521127
1,2751,7789.621641,2479.03268
1,2752,6770.245734,2479.56587
1,2753,6439.970297,2489.185419
1,2754,9398.252145,2503.502248
1,2755,6892.327357,2492.367862
1,2756,7837.783284,2484.321194
1,2757,7956.309703,2491.552036
1,2758,5349.428021,2493.722365
1,2759,6516.222436,2495.035256
1,2760,6928.938053,2499.696587
1,2761,3453.849485,2488.987629
1,2762,8019.10878,2494.684538
1,2763,7877.144674,2495.339428
1,2764,6800.196262,2503.14486
1,2765,2742.389299,2497.878229
1,2766,3487.870968,2501.347801
1,2767,4472.429038,2497.610114
1,2768,7661.347413,2500.74868
1,2769,2340.067314,2510.060194
1,2770,8190.920266,2506.929125
1,2771,6409.87824,2504.616654
1,2772,7571.451697,2501.813316
1,2773,7753.656917,2502.347959
1,2774,5240.625382,2507.74159
1,2775,2611.753623,2502.563147
1,2776,2809.056734,2500.942279
1,2777,5388.400749,2504.573034
1,2778,2569.215622,2512.454028
1,2779,6587.18456,2509.711701
1,2780,6857.448852,2510.378566
1,2781,2370.127681,2528.865169
1,2782,6557.192185,2514.46571
1,2783,2759.910256,2518.237179
1,2784,5275.367424,2519.451705
1,2785,5214.348397,2519.201166
1,2786,6667.937103,2512.256036
1,2787,8159.101266,2522.203376
1,2788,7845.556204,2519.672993
1,2789,9444.441346,2522.419231
1,2790,6528.851064,2520.725041
1,2791,5307.02549,2526.552941
1,2792,5354.022444,2521.256858
1,2793,2517.475936,2524.825312
1,2794,2658.843526,2511.218733
1,2795,2841.310417,2505.345833
1,2796,2404.326557,2526.105464
1,2797,6815.97079,2532.296678
1,2798,6967.325673,2526.126121
1,2799,7883.861436,2530.534224
1,2800,7981.112925,2523.646259
1,2801,8017.31351,2533.50097
1,2802,6636.033226,2532.267953
1,2803,5247.33801,2529.320153
1,2804,6466.032491,2536.261131
1,2805,2726.990897,2529.501951
1,2806,6860.703766,2541.309623
1,2807,3464.425566,2539.203884
1,2808,7652.850575,2546.27682
1,2809,7734.477531,2539.39305
1,2810,7816.189679,2537.912134
1,2811,2805.278388,2541.567766
1,2812,5336.661836,2540.29372
1,2813,2492.784038,2542.892019
1,2814,6576.205339,2548.477071
1,2815,8112.283386,2545.516614
1,2816,6414.360634,2540.273448
1,2817,6680.558912,2548.074522
1,2818,6909.664234,2540.171533
1,2819,7928.212567,2548.699198
1,2820,2424.779661,2547.774011
1,2821,2551.032527,2543.327773
1,2822,6518.415077,2554.291553
1,2823,9334.963052,2548.214458
1,2824,7694.180753,2550.041333
1,2825,9517.139073,2555.043519
1,2826,2311.271283,2560.800407
1,2827,9413.23736,2554.80618
1,2828,8064.520241,2550.501641
1,2829,2588.645125,2556.713152
1,2830,7781.992765,2554.915595
1,2831,7973.954839,2558.572581
1,2832,3447.47452,2564.446724
1,2833,6634.92617,2561.512427
1,2834,6742.37509,2568.151188
1,2835,8151.87799,2560.22807
1,2836,2408.409722,2575.065104
1,2837,2679.290889,2574.345774
1,2838,7879.712903,2569.807258
1,2839,2440.106589,2576.969961
1,2840,2517.548148,2565.634259
1,2841,5271.871442,2567.552801
1,2842,6476.338983,2567.917797
1,2843,3403.393443,2573.70674
1,2844,9429.23987,2578.004862
1,2845,5347.525253,2570.113636
1,2846,2488.528153,2574.84009
1,2847,2743.103011,2582.177496
1,2848,6798.864865,2573.612934
1,2849,9380.094109,2575.44912
1,2850,6553.901648,2576.976036
1,2851,5308.517028,2568.704334
1,2852,9485.556604,2570.228302
1,2853,7735.684669,2572.182927
1,2854,7809.998932,2575.333333
1,2855,9456.51378,2583.487205
1,2856,6836.342315,2581.193613
1,2857,6873.121643,2581.994471
1,2858,7643.367776,2576.714536
1,2859,8020.002469,2572.612346
1,2860,7956.839385,2585.157538
1,2861,9552.292162,2581.337292
1,2862,2705.011312,2589.8454
1,2863,7680.851163,2582.702326
1,2864,2382.796093,2592.644078
1,2865,8072.062055,2584.304171
1,2866,8178.482033,2589.910605
1,2867,9353.151099,2589.326236
1,2868,6687.617622,2585.888794
1,2869,9520.38371,2587.554465
1,2870,7906.132353,2596.724425
1,2871,8206.341395,2589.792558
1,2872,3367.41989,2593.036832
1,2873,2573.916084,2595.230769
1,2874,2791.897862,2601.127078
1,2875,2257.343424,2593.798539
1,2876,6722.13071,2594.995081
1,2877,2519.208812,2595.858238
1,2878,6609.481146,2592.390649
1,2879,6502.485968,2606.619645
1,2880,7797.342718,2603.363107
1,2881,8041.266904,2597.391459
1,2882,8113.168862,2603.521637
1,2883,7466.059253,2604.117593
1,2884,2552.270522,2604.720149
1,2885,3392.435864,2601.210733
1,2886,5272.365432,2602.3
1,2887,5328.336502,2602.492395
1,2888,2466.787594,2609.145363
1,2889,6909.250602,2608.443373
1,2890,7718.098018,2611.896476
1,2891,3427.201705,2606.798295
1,2892,6574.642718,2610.092233
1,2893,6474.216374,2624.235867
1,2894,7749.481818,2622.427273
1,2895,6681.867824,2616.502003
1,2896,6769.023891,2611.766212
1,2897,6842.954925,2621.552031
1,2898,9479.692085,2618.503861
1,2899,3321.87061,2633.073937
1,2900,2678.202756,2620.635827
1,2901,7996.694575,2615.602594
1,2902,9546.742892,2629.296045
1,2903,6744.540676,2619.620776
1,2904,8209.947097,2623.188387
1,2905,2356.196721,2620.18348
1,2906,7000.255185,2623.730388
1,2907,2312.962142,2625.804247
1,2908,3386.586777,2627.433884
1,2909,5379.804636,2624.816225
1,2910,9421.994129,2625.92107
1,2911,7875.105131,2623.567584
1,2912,9452.35259,2632.59761
1,2913,7643.991189,2632.290749
1,2914,7952.079527,2628.64374
1,2915,2242.661623,2635.851444
1,2916,2714.434593,2626.792151
1,2917,5443.027137,2632.510176
1,2918,6924.304527,2634.084362
1,2919,7493.311494,2626.891954
1,2920,3478.662586,2640.066565
1,2921,5353.11094,2631.095532
1,2922,6888.01414,2627.210526
1,2923,7404.433884,2633.061983
1,2924,6561.724713,2631.972888
1,2925,7683.330189,2632.502358
1,2926,7809.892999,2636.501982
1,2927,6957.203938,2636.172996
1,2928,7580.478444,2639.542587
1,2929,8145.958513,2635.18669
1,2930,9383.702703,2630.601914
1,2931,1773.677871,2635.901961
1,2932,2427.650108,2626.12743
1,2933,9354.5552,2632.1424
1,2934,5122.698695,2640.488731
1,2935,2742.034979,2639.864198
1,2936,6524.351176,2641.631765
1,2937,6593.127692,2639.783077
1,2938,6703.261091,2639.563636
1,2939,6799.661072,2637.205939
1,2940,7909.653722,2636.36246
1,2941,7786.132743,2641.682399
1,2942,8066.456942,2641.507323
1,2943,2493.675703,2635.673695
1,2944,7313.769053,2651.117783
1,2945,2397.297203,2641.0338
1,2946,6449.523288,2648.091096
1,2947,5398.752475,2648.143564
1,2948,7726.378832,2651.282482
1,2949,9298.995717,2657.316916
1,2950,2274.051917,2649.72524
1,2951,6759.856055,2661.372318
1,2952,5317.895497,2653.608326
1,2953,2784.870707,2656.575758
1,2954,5054.160615,2661.363128
1,2955,6974.754321,2658.497531
1,2956,9516.610378,2651.203166
1,2957,6643.655206,2646.061886
1,2958,8036.407357,2652.536785
1,2959,6939.803804,2658.467467
1,2960,7426.627637,2663.864979
1,2961,7039.638053,2660.193805
1,2962,8207.31378,2668.216934
1,2963,7855.302741,2657.017878
1,2964,7996.343775,2659.787952
1,2965,2661.093939,2663.084848
1,2966,6852.848439,2655.648134
1,2967,5437.235665,2668.618147
1,2968,7877.528139,2662.558442
1,2969,5293.60654,2662.416667
1,2970,9472.421257,2662.678045
1,2971,2622.279099,2671.252816
1,2972,7227.415633,2661.137717
1,2973,7546.877413,2661.8861
1,2974,7659.351351,2671.8639
1,2975,7371.578592,2663.538091
1,2976,9318.529963,2671.920412
1,2977,2438.099631,2667.359164
1,2978,7696.654002,2669.477769
1,2979,7331.634675,2671.578947
1,2980,6706.00271,2668.042457
1,2981,2342.051282,2671.042735
1,2982,6803.234875,2677.603965
1,2983,5117.375839,2671.213423
1,2984,7257.236111,2671.631944
1,2985,7292.237527,2674.913232
1,2986,8099.732407,2667.8245
1,2987,1838.025907,2673.445596
1,2988,8136.316864,2664.108486
1,2989,9434.396313,2670.59447
1,2990,7823.017635,2673.287344
1,2991,2542.82628,2676.796752
1,2992,2485.630607,2679.614776
1,2993,3332.166052,2667.197417
1,2994,5366.434122,2675.226351
1,2995,7971.352207,2679.398273
1,2996,9393.388608,2689.332278
1,2997,6432.576145,2675.304579
1,2998,7167.580508,2678.597458
1,2999,9531.135354,2672.147475
1,3000,5403.831878,2681.740175
1,3001,7624.21393,2683.079602
1,3002,2231.24327,2693.686939
1,3003,6926.562437,2687.873096
1,3004,2294.675514,2689.255137
1,3005,5155.699454,2686.346084
1,3006,6865.657989,2686.444345
1,3007,3369.491498,2674.749798
1,3008,7569.733728,2693.584813
1,3009,7758.691634,2682.070039
1,3010,8014.956612,2685.446281
1,3011,6894.174227,2684.14433
1,3012,7452,2694.445557
1,3013,7854.206395,2691.648256
1,3014,7715.460656,2688.440984
1,3015,8305.580813,2687.239833
1,3016,2715.791929,2695.796974
1,3017,5507.857567,2691.275964
1,3018,5331.053271,2690.553271
1,3019,9493.503567,2699.12604
1,3020,2410.050167,2696.181438
1,3021,6672.46922,2694.158687
1,3022,6727.873588,2693
1,3023,6571.116484,2690.695604
1,3024,6987.7642,2692.383247
1,3025,6633.747625,2695.769596
1,3026,7362.116697,2700.330341
1,3027,5035.767429,2698.172658
1,3028,2608.095514,2696.185239
1,3029,7054.300952,2693.751429
1,3030,8121.153553,2699.865482
1,3031,3253.775824,2698.002198
1,3032,7094.919717,2700.177096
1,3033,7418.847624,2703.471591
1,3034,9287.085507,2699.288406
1,3035,9356.560345,2708.295259
1,3036,6953.028461,2699.311772
1,3037,7785.038911,2703.646887
1,3038,5301.720539,2704.678451
1,3039,5468.096085,2700.829181
1,3040,7275.006237,2703.222453
1,3041,7317.425748,2710.673631
1,3042,5083.822735,2707.50318
1,3043,7923.62724,2705.053763
1,3044,2474.113594,2703.050279
1,3045,5125.322721,2705.335745
1,3046,7890.531335,2705.988193
1,3047,8253.730337,2708.27477
1,3048,2644.372455,2710.930539
1,3049,6835.677794,2706.022496
1,3050,234.0222222,2708.894444
1,3051,7687.96369,2717.894995
1,3052,8221.443515,2709.317294
1,3053,5422.608992,2717.529292
1,3054,6492.66062,2719.688587
1,3055,9432.980769,2710.626202
1,3056,5158.399107,2721.346429
1,3057,7995.516596,2709.777021
1,3058,7508.041401,2715.065287
1,3059,7729.674556,2714.538462
1,3060,7024.659537,2720.035651
1,3061,5373.98518,2716.057869
1,3062,6756.622669,2716.464371
1,3063,8164.486007,2706.461433
1,3064,2688.212567,2721.235963
1,3065,5194.361809,2723.873367
1,3066,7962.348968,2717.604128
1,3067,8071.268551,2718.595406
1,3068,8189.201129,2723.379675
1,3069,9249.788876,2725.61975
1,3070,7828.25323,2726.459087
1,3071,6885.350464,2725.189474
1,3072,2557.781528,2730.136767
1,3073,7244.179402,2719.415282
1,3074,8305.394981,2729.037175
1,3075,9311.581225,2725.906125
1,3076,9524.342404,2720.307256
1,3077,3404.386477,2743.545196
1,3078,7387.632689,2730.380785
1,3079,6948.479741,2725.713128
1,3080,6626.477876,2729.255752
1,3081,7919.212446,2731.193133
1,3082,7565.651831,2729.942535
1,3083,5317.933673,2730.906463
1,3084,6798.252497,2726.959489
1,3085,6981.330528,2731.918898
1,3086,8101.039964,2729.674841
1,3087,9464.6557,2726.122418
1,3088,2437.33951,2725.926975
1,3089,5252.26862,2727.533578
1,3090,5520.310249,2738.566482
1,3091,7876.504476,2735.492967
1,3092,5284.259924,2733.987713
1,3093,2485.31272,2741.293043
1,3094,6590.337826,2736.31171
1,3095,6841.955732,2739.258797
1,3096,7620.38958,2732.33126
1,3097,2600.325781,2741.128125
1,3098,3452.357101,2748.371128
1,3099,5479.408377,2742.552356
1,3100,7465.881446,2735.438056
1,3101,8034.348571,2730.127619
1,3102,2331.017875,2739.317776
1,3103,5105.155594,2741.695804
1,3104,5203.550598,2744.022851
1,3105,6700.636,2741.359636
1,3106,7717.15528,2747.024845
1,3107,9411.017895,2755.234211
1,3108,1170.972332,2746.073123
1,3109,2520.888779,2749.45283
1,3110,5133.110497,2750.092081
1,3111,6906.13366,2757.277131
1,3112,7272.584942,2751.132561
1,3113,8257.568812,2747.758242
1,3114,5374.100357,2758.104941
1,3115,9338.670766,2754.111794
1,3116,7814.148113,2751.771698
1,3117,5044.615152,2760.351515
1,3118,5436.966721,2760.343344
1,3119,7935.438424,2756.839901
1,3120,2406.298969,2762.783505
1,3121,7176.029094,2758.312552
1,3122,6643.94897,2750.102059
1,3123,7342.685118,2760.568058
1,3124,8091.611065,2758.726672
1,3125,7038.553295,2756.571705
1,3126,9293.356818,2760.828788
1,3127,7502.032362,2760.495146
1,3128,8346.631915,2754.66383
1,3129,2180.377049,2762.864031
1,3130,8133.917714,2761.301714
1,3131,9243.485772,2767.166667
1,3132,5482.362865,2768.835061
1,3133,5511.925879,2764.242462
1,3134,8199.729397,2756.125461
1,3135,2095,2769.532915
1,3136,4969.338308,2772.817164
1,3137,3365.717277,2771.561955
1,3138,7078.967662,2775.241294
1,3139,7216.190164,2773.754098
1,3140,7313.560739,2773.705053
1,3141,7383.098881,2769.16278
1,3142,7720.02138,2772.72206
1,3143,6984.241061,2773.760669
1,3144,7122.918509,2764.355007
1,3145,7671.1907,2768.335369
1,3146,8169.062958,2776.165447
1,3147,2620.097872,2772.808511
1,3148,6855.811803,2776.240656
1,3149,7895.773438,2776.199219
1,3150,2464.253692,2769.281494
1,3151,7440.681602,2770.113441
1,3152,9267.528716,2780.539696
1,3153,5174.362057,2771.446226
1,3154,9370.886386,2778.53428
1,3155,8289.77507,2770.035515
1,3156,5291.527964,2786.215884
1,3157,7841.562225,2775.242313
1,3158,6814.534395,2777.643012
1,3159,7470.019459,2785.958919
1,3160,2528.975636,2783.01589
1,3161,5343.378995,2784.114155
1,3162,6583.783553,2781.425136
1,3163,6676.389892,2784.672924
1,3164,2391.108108,2785.08231
1,3165,9214.315021,2782.713305
1,3166,865.6554239,2782.581586
1,3167,8370.38756,2785.904306
1,3168,5048.049865,2785.874663
1,3169,6547.113235,2794.576471
1,3170,6630.786008,2786.616255
1,3171,5207.098242,2786.320579
1,3172,7038.662021,2787.317073
1,3173,8080.853583,2785.754933
1,3174,6720.820116,2789.333333
1,3175,6777.659511,2783.908216
1,3176,2564.719457,2795.330317
1,3177,7805.370867,2797.547811
1,3178,7867.805621,2794.351288
1,3179,5451.249135,2799.671775
1,3180,7520.70229,2783.249364
1,3181,6892.560132,2795.892367
1,3182,7165.991632,2797.822873
1,3183,5095.120189,2787.553005
1,3184,7013.477798,2796.190053
1,3185,7225.226415,2801.20854
1,3186,9448.972448,2811.78907
1,3187,7907.513468,2806.511785
1,3188,5119.399729,2800.780488
1,3189,5013.362976,2803.451906
1,3190,7752.347635,2793.523652
1,3191,8211.795608,2804.191723
1,3192,2655.047768,2811.09397
1,3193,5403.442582,2805.519553
1,3194,5170.086129,2811.532185
1,3195,7419.21965,2803.296811
1,3196,4957.340067,2802.171717
1,3197,6957.512365,2798.95371
1,3198,7691.848875,2810.011254
1,3199,2605.238047,2810.857579
1,3200,2538.298333,2818.079167
1,3201,6574.895948,2814.430018
1,3202,7099.707405,2819.161754
1,3203,9283.584756,2811.591463
1,3204,2505.643865,2807.783931
1,3205,7617.486486,2814.127413
1,3206,8106.249455,2812.520697
1,3207,9348.618805,2817.220845
1,3208,8145.074178,2815.104969
1,3209,6618.621081,2815.813209
1,3210,6841.633609,2816.264463
1,3211,2228.622899,2816.29937
1,3212,5050.284178,2817.718894
1,3213,6742.765502,2818.369786
1,3214,7140.509857,2814.919355
1,3215,5208.757672,2821.57037
1,3216,6932.538523,2811.080257
1,3217,7562.552502,2821.981677
1,3218,7063.294872,2824.025641
1,3219,6664.281393,2824.945776
1,3220,7261.728033,2820.257322
1,3221,7469.526393,2821.762463
1,3222,7375.890882,2824.814649
1,3223,7723.976096,2822.418327
1,3224,9315.525132,2827.899471
1,3225,7180.843267,2823.188742
1,3226,8078.15528,2823.826087
1,3227,9402.854823,2814.199311
1,3228,3385.633673,2817.028677
1,3229,7664.303922,2827.628852
1,3230,6702.687047,2821.348187
1,3231,7795.806347,2829.039056
1,3232,7299.146961,2831.00442
1,3233,7946.835863,2822.712524
1,3234,2580.437768,2834.963949
1,3235,5100.060606,2829.733165
1,3236,9204.374807,2822.600464
1,3237,7027.136257,2832.529366
1,3238,7770.304598,2841.505747
1,3239,7898.770563,2825.881674
1,3240,7873.394619,2824.988042
1,3241,8198.730828,2829.602761
1,3242,8249.546596,2828.595506
1,3243,2691.785542,2828.416867
1,3244,6807.966156,2838.929895
1,3245,7223.883317,2831.412729
1,3246,7495.484783,2830.791304
1,3247,6881.730642,2835.634679
1,3248,5273.183267,2835.709163
1,3249,6995.47014,2834.006353
1,3250,6770.049741,2834.105699
1,3251,8276.302343,2842.94709
1,3252,8319.244472,2845.476658
1,3253,7827.246641,2858.6881
1,3254,2113.164425,2839.219731
1,3255,6725.231565,2840.707633
1,3256,7345.232173,2831.460354
1,3257,5027.611236,2842.925843
1,3258,7434.313333,2840.301333
1,3259,7686.826902,2843.496141
1,3260,2169.741053,2841.013684
1,3261,6605.014607,2843.501124
1,3262,6913.471448,2843.22842
1,3263,9240.21179,2835.875546
1,3264,5235.674377,2853.327402
1,3265,7151.907071,2851.228283
1,3266,9278.475303,2847.252563
1,3267,6563.622807,2850.22807
1,3268,8123.150353,2848.141271
1,3269,8159.965116,2846.322093
1,3270,2633.149308,2845.184268
1,3271,5412.3,2853.915686
1,3272,5379.715315,2853.317117
1,3273,7393.932353,2855.536765
1,3274,2489.781848,2858.265612
1,3275,6958.8656,2852.0744
1,3276,9669.625277,2860.782705
1,3277,5450.974206,2847.525132
1,3278,7276.858491,2865.504288
1,3279,9179.196878,2867.652212
1,3280,9309.464928,2857.910072
1,3281,5075.909247,2856.494863
1,3282,7887.515012,2866.977675
1,3283,9352.760271,2859.773804
1,3284,5329.916836,2864.170385
1,3285,6682.653272,2859.334099
1,3286,7242.108471,2860.152893
1,3287,7046.446903,2855.815634
1,3288,7094.243478,2863.791304
1,3289,9400.726131,2862.465452
1,3290,6529.910714,2862.864796
1,3291,5200.642366,2868.220083
1,3292,6775.56382,2866.17539
1,3293,6854.807107,2860.303553
1,3294,7572.620253,2864.409019
1,3295,7930.081805,2872.378702
1,3296,8225.56044,2869.20696
1,3297,9211.49687,2867.540689
1,3298,2093.496717,2875.14523
1,3299,5262.650064,2868.816092
1,3300,6817.895725,2868.089677
1,3301,8308.789256,2866.033058
1,3302,2269.885965,2881.219298
1,3303,5481.682266,2863.168309
1,3304,6725.983752,2870.274742
1,3305,5518.67218,2872.511278
1,3306,6628.610053,2865.354151
1,3307,7117.527163,2877.484909
1,3308,2241.666173,2880.874167
1,3309,7213.445455,2872.609091
1,3310,7363.743402,2878.717009
1,3311,5047.313821,2875.702439
1,3312,2592.753634,2878.475134
1,3313,2643.582463,2877.668058
1,3314,7329.464072,2885.402695
1,3315,7771.518145,2873.795363
1,3316,6897.532803,2884.294235
1,3317,2528.035503,2882.621302
1,3318,2046.971631,2879.70528
1,3319,5344.214082,2883.204567
1,3320,9454.832398,2864.396914
1,3321,7411.745578,2880.398639
1,3322,7687.398296,2889.021299
1,3323,9246.461049,2882.190779
1,3324,5102.719463,2879.067785
1,3325,6962.841234,2884.96313
1,3326,7165.002667,2884.792
1,3327,6659.294574,2882.108527
1,3328,8354.708651,2891.699746
1,3329,5215.166056,2893.315872
1,3330,6585.117722,2891.491139
1,3331,5399.06295,2889.269784
1,3332,6864.357815,2891.607345
1,3333,2494.738537,2886.410732
1,3334,3215.056897,2886.758621
1,3335,7084.051153,2890.376128
1,3336,7869.70467,2888.804945
1,3337,9425.260455,2892.921497
1,3338,7246.666667,2889.631944
1,3339,5131.889495,2891.708049
1,3340,5469.104377,2897.045455
1,3341,9273.663121,2896.700946
1,3342,9372.057971,2900.971014
1,3343,5435.486322,2893.167173
1,3344,6777.749058,2896.829691
1,3345,6831.860465,2903.537289
1,3346,7002.655006,2898.018094
1,3347,6631.17672,2902.660317
1,3348,5492.889558,2904.49498
1,3349,2015.23632,2902.180809
1,3350,6730.01524,2906.735096
1,3351,7463.637954,2902.775236
1,3352,8194.824653,2900.364583
1,3353,5369.97823,2908.117978
1,3354,7761.808333,2903.303333
1,3355,6563.360853,2909.695733
1,3356,2161.108289,2909.442513
1,3357,9222.784708,2905.381288
1,3358,7033.734123,2907.258342
1,3359,7219.751969,2912.692913
1,3360,3352.944672,2908.353484
1,3361,7303.254921,2909.593504
1,3362,6664.007207,2911.075676
1,3363,9295.786499,2914.990581
1,3364,5426.349544,2918.56079
1,3365,7902.108779,2917.889313
1,3366,5604.782738,2920.212302
1,3367,6791.135102,2927.32079
1,3368,7341.830012,2923.104338
1,3369,5144.557629,2924.297475
1,3370,6929.740478,2914.498386
1,3371,6966.620429,2922.691047
1,3372,7924.738725,2919.984448
1,3373,5087.564995,2919.514841
1,3374,8367.124845,2925.068944
1,3375,5451.473077,2923.101923
1,3376,9348.426743,2923.633476
1,3377,1981.352326,2925.563953
1,3378,9427.835685,2921.148548
1,3379,6696.533042,2922.17207
1,3380,6867.735829,2920.626738
1,3381,9726.179186,2931.638498
1,3382,7143.76916,2929.201293
1,3383,9209.311565,2927.453061
1,3384,2206.605541,2927.306069
1,3385,6997.075107,2927.813305
1,3386,7281.518587,2927.585502
1,3387,5055.563218,2929.630268
1,3388,6900.887594,2930.405495
1,3389,7849.916667,2931.45679
1,3390,9166.71188,2933.395697
1,3391,5507.427832,2935.622654
1,3392,9258.344828,2930.655172
1,3393,7105.763578,2932.661342
1,3394,7967.912138,2938.350543
1,3395,5547.335983,2937.301301
1,3396,7449.610853,2936.027907
1,3397,2074.524536,2927.548408
1,3398,2047.516364,2934.219394
1,3399,3344.332248,2934.985342
1,3400,5244.472069,2940.009441
1,3401,7246.284345,2937.952077
1,3402,7889.948424,2938.795129
1,3403,2131.764497,2938.828402
1,3404,7172.140496,2938.609734
1,3405,3309.034974,2939.819948
1,3406,5292.953571,2949.972619
1,3407,5126.642424,2942.618182
1,3408,6628.689063,2944.592188
1,3409,8191.896426,2944.563822
1,3410,2016.572383,2940.309577
1,3411,7204.449902,2942.671906
1,3412,2174.264276,2941.115538
1,3413,2608.032847,2939.580292
1,3414,5208.88694,2953.039636
1,3415,5096.083026,2942.169742
1,3416,6599.070833,2947.008333
1,3417,5430.792193,2945.758898
1,3418,9757.042618,2946.974125
1,3419,6849.579744,2948.167637
1,3420,6954.964807,2953.543161
1,3421,7076.275724,2951.576424
1,3422,5371.008353,2956.289578
1,3423,8309.796875,2950.956473
1,3424,1984.975124,2948.689055
1,3425,5173.495334,2942.481337
1,3426,6656.745098,2954.03268
1,3427,6989.750473,2955.269376
1,3428,7037.021556,2953.929709
1,3429,7323.143116,2952.717391
1,3430,6812.185134,2951.806607
1,3431,7297.781214,2954.768614
1,3432,3257.035519,2951.944444
1,3433,5022.88664,2955.561404
1,3434,9215.254609,2960.559263
1,3435,9320.531697,2961.99591
1,3436,5620.8032,2960.7952
1,3437,5589.809777,2955.597237
1,3438,2114.060373,2965.080925
1,3439,7690.415808,2966.321879
1,3440,7907.517367,2962.943327
1,3441,6742.847397,2952.049072
1,3442,5414.812202,2966.453765
1,3443,6691.733542,2975.666144
1,3444,7213.608317,2969.188588
1,3445,9270.455806,2968.126516
1,3446,5485.001567,2982.83342
1,3447,6876.198653,2967.996633
1,3448,8340.764638,2972.854191
1,3449,3303.863192,2970.241042
1,3450,6916.663411,2972.597005
1,3451,9634.563406,2974.95471
1,3452,9717.93146,2969.680603
1,3453,1956.208359,2984.709919
1,3454,9170.000684,2975.958276
1,3455,2061.992537,2977.145522
1,3456,5250.068836,2968.854819
1,3457,5542.98676,2972.609813
1,3458,1982.885714,2984.026455
1,3459,7005.216915,2978.918408
1,3460,7066.802162,2977.384865
1,3461,6595.5978,2986.567237
1,3462,9377.453855,2980.278502
1,3463,5107.514953,2979.794393
1,3464,9676.863258,2968.577883
1,3465,5044.097561,2977.679268
1,3466,6770.046751,2975.354992
1,3467,7138.115337,2973.279755
1,3468,5070.396277,2989.672872
1,3469,7849.111032,2990.555158
1,3470,7434.50845,2984.656135
1,3471,9446.36721,2981.499521
1,3472,5788.748299,2984.530612
1,3473,9248.087638,2978.837638
1,3474,5609.24186,2984.863566
1,3475,6488.914539,2988.078801
1,3476,5568.22735,2987.623932
1,3477,6816.277889,2995.086172
1,3478,8409.75161,2994.354186
1,3479,9781.578818,2989.523399
1,3480,5133.79602,2995.882463
1,3481,6668.541096,2990.531311
1,3482,7398.515957,2987.971631
1,3483,7658.866744,2987.307068
1,3484,7271.963435,2988.363095
1,3485,8318.4804,2993.000769
1,3486,5346.924972,2994.410974
1,3487,5632.96319,2993.354294
1,3488,9285.841237,2993.692784
1,3489,9405.728385,2997.615824
1,3490,5521.0825,2998.645
1,3491,7205.584308,2999.925671
