ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y
1,407,8699.131243,750.7723577
1,408,7265.702586,746.3954741
1,409,8808.375094,757.4
1,410,7582.034542,750.5129534
1,411,6700.008333,752.8645833
1,412,8735.157673,757.6804384
1,413,8623.043561,757.2897727
1,414,9335.994885,765.0225064
1,415,5768.909633,756.4578005
1,416,8841.427432,757.3301435
1,417,5039.329201,758.9793388
1,418,5433.204406,765.0073439
1,419,8552.973597,759.7169967
1,420,5078.172951,757.0483607
1,421,6927.538724,768.1358987
1,422,5182.345479,764.2968961
1,423,7439.6927,762.8437979
1,424,8969.92237,762.7191011
1,425,9152.203692,767.4152933
1,426,5113.546348,770.630618
1,427,9006.70443,759.3108206
1,428,9379.05323,764.3217703
1,429,7623.973582,768.2307692
1,430,9466.005128,767.2923077
1,431,5504.837152,763.9337152
1,432,5679.020305,768.0883249
1,433,9259.642251,761.7993631
1,434,5466.631342,768.7175874
1,435,6637.620051,759.1053075
1,436,8665.650615,765.0327869
1,437,8771.56445,777.4661566
1,438,9062.803109,774.5751295
1,439,9536.46729,773.246729
1,440,8893.267241,772.1896552
1,441,5014.682232,779.8974943
1,442,5643.113779,775.5960334
1,443,8705.777007,779.2190287
1,444,5872.436715,776.410628
1,445,8865.357686,780.5905632
1,446,5345.172107,779.3531157
1,447,5577.49887,782.9531073
1,448,5741.182152,777.2102689
1,449,5412.502717,786.182971
1,450,6726.567416,781.17603
1,451,6985.918244,775.0234671
1,452,7024.097854,782.2518939
1,453,7206.115274,789.0878963
1,454,9183.629288,775.8337731
1,455,5532.717546,780.7831669
1,456,6842.682879,784.8300908
1,457,7311.393636,784.2127273
1,458,8492.132306,783.3166346
1,459,9235.547688,782.6770231
1,460,8583.316203,786.6538187
1,461,8622.256223,790.2620791
1,462,6751.717464,786.5750834
1,463,8421.864675,788.4683656
1,464,8542.166667,787.1985019
1,465,4578.004237,795.2570621
1,466,5788.678322,789.0679321
1,467,6676.538003,788.8345753
1,468,8963.671749,792.0143498
1,469,9013.327434,796.5765827
1,470,9412.233691,788.4087531
1,471,5323.549041,792.4957356
1,472,5501.177914,801.5190184
1,473,6699.279245,795.9773585
1,474,8363.933544,795.528481
1,475,8838.017809,792.0952805
1,476,5169.381818,791.420979
1,477,6796.007313,796.7294333
1,478,7399.385443,795.6133168
1,479,7610.163831,800.0695266
1,480,9205.130108,801.0322581
1,481,5293.491511,806.5662139
1,482,6947.330728,800.7179796
1,483,7056.422574,793.9325533
1,484,5614.517818,796.4661818
1,485,5685.404836,802.7683307
1,486,5850.03794,802.0765583
1,487,9068.663443,799.2969052
1,488,9106.652386,802.2205453
1,489,7246.692627,806.9615784
1,490,7498.278805,799.3869132
1,491,8736.889091,803.1515152
1,492,9289.586854,794.6846635
1,493,5736.38884,811.505667
1,494,7459.693912,805.2702252
1,495,7102.727067,797.484145
1,496,7811.772251,806.4380454
1,497,7544.429396,799.4586379
1,498,9463.712518,807.4992722
1,499,5006.340426,805.2765957
1,500,7149.765228,800.3215006
1,501,6631.89741,813.8067729
1,502,8935.569966,806.2039249
1,503,9520.287944,808.0260191
1,504,8161.104454,813.1813362
1,505,9255.771676,811.0472062
1,506,9361.541981,809.1824543
1,507,8801.667543,808.1905388
1,508,9163.858108,812.3168168
1,509,5794.788809,816.0361011
1,510,6723.88125,825.1652778
1,511,8657.155258,820.7889908
1,512,8871.504535,810.8061224
1,513,5126.621815,810.9426752
1,514,6882.281204,810.6847558
1,515,7208.402192,818.2191781
1,516,5448.274668,817.8818786
1,517,7359.406213,814.2156511
1,518,9324.986077,824.5831286
1,519,9489.492945,814.3377234
1,520,8699.007252,818.5342466
1,521,5542.75816,828.6894164
1,522,6981.042757,819.021815
1,523,5074.293515,825.9880546
1,524,6766.550669,826.0583174
1,525,7323.886897,823.4827586
1,526,9427.797158,824.3029716
1,527,5331.216117,827.4029304
1,528,7731.859914,827.9439655
1,529,8447.592771,820.5879518
1,530,7013.66474,820.3314066
1,531,8376.10311,829.5908347
1,532,8422.101928,824.1556474
1,533,5629.985329,828.1068075
1,534,7079.781125,828.6054217
1,535,7688.774351,828.3392857
1,536,9287.33452,827.5213523
1,537,5408.924772,826.0258359
1,538,9225.834426,829.2016393
1,539,5703.428981,835.9312715
1,540,8827.225684,836.4840426
1,541,8984.400122,831.7532071
1,542,9058.099507,833.920197
1,543,6851.73329,839.8014417
1,544,8200.034566,838.261254
1,545,7886.304183,837.0114068
1,546,8909.661952,837.4342291
1,547,7847.527695,834.0113749
1,548,6807.117743,838.1226262
1,549,7045.545645,844.5278069
1,550,7436.045842,831.6764898
1,551,8276.286969,841.0614934
1,552,8349.838258,841.118196
1,553,5150.420219,835.6845311
1,554,7942.597561,840.8181818
1,555,6913.496526,845.5169595
1,556,8936.588942,841.2463942
1,557,9187.414612,841.7022831
1,558,7479.657583,839.4466825
1,559,7610.459866,842.4364548
1,560,5219.450998,841.5471869
1,561,5492.749394,840.2317014
1,562,8581.635856,834.705335
1,563,8782.712803,842.0249135
1,564,9016.222765,845.7192737
1,565,5052.94964,848.1934452
1,566,5783.165501,845.3939394
1,567,6677.376533,841.9509403
1,568,7913.816273,842.0262467
1,569,7103.906977,845.8102026
1,570,6955.863388,847.8369763
1,571,8019.546823,853.0189521
1,572,8706.812395,847.2981575
1,573,9380.120635,842.1611111
1,574,5661.077147,842.1004367
1,575,7351.198801,850.6723277
1,576,9256.905642,848.131323
1,577,7151.094183,843.976916
1,578,7280.25037,848.6607407
1,579,8854.282353,849.3794118
1,580,7504.804529,844.318236
1,581,7570.234402,855.7568513
1,582,8427.335141,853.4414317
1,583,8752.937126,845.7058383
1,584,7531.723903,849.2776097
1,585,9124.906739,844.6101083
1,586,5283.477261,848.5751739
1,587,8138.235377,856.5947851
1,588,8391.826471,857.8073529
1,589,9159.552691,854.8923427
1,590,8558.074408,858.2412627
1,591,9087.415972,855.8916667
1,592,9412.120192,850.8954327
1,593,4962.900602,857.186747
1,594,6750.310811,855.0489865
1,595,5566.828348,850.9871795
1,596,9292.452719,861.8427896
1,597,9522.955075,854.9492512
1,598,7741.694099,867.7601516
1,599,8466.255196,863.6720554
1,600,5601.797382,863.6256545
1,601,8893.601741,862.6082699
1,602,9217.230117,865.4178618
1,603,5415.51594,861.010906
1,604,8669.292702,860.0279503
1,605,9479.011776,864.0843965
1,606,6605.891528,857.7086302
1,607,8636.57811,860.7801684
1,608,6846.512422,868.2686335
1,609,7222.633936,864.2772977
1,610,8309.392418,865.7233607
1,611,9346.53537,860.2548232
1,612,9585.264657,864.9095477
1,613,7121.167192,866.1466877
1,614,7256.643234,864.2504394
1,615,9048.899031,865.5161551
1,616,5749.512311,870.1136364
1,617,8928.464115,867.2200957
1,618,7477.35786,871.3110368
1,619,8354.57586,878.0141004
1,620,5172.834684,869.5931929
1,621,5471.041667,870.3952206
1,622,6799.376088,875.4352873
1,623,9445.830551,867.730384
1,624,9562.643808,869.6612078
1,625,8074.101133,883.565534
1,626,5140.744681,874.2417795
1,627,5201.446741,876.6041335
1,628,8715.416098,877.4229195
1,629,8499.50545,886.3841962
1,630,8749.740351,875.5988304
1,631,8962.087774,872.8722571
1,632,5666.169464,883.4676259
1,633,6968.358593,881.150203
1,634,8403.279877,882.9151889
1,635,8824.202361,873.9797639
1,636,5055.843612,884.0776432
1,637,5105.54334,878.9274137
1,638,5788.954033,878.5255854
1,639,6575.809843,876.2762864
1,640,7413.504868,877.6168289
1,641,8204.564583,873.6298611
1,642,7021.947507,876.7244094
1,643,5518.719671,883.9006169
1,644,8250.310168,882.4257498
1,645,9267.726135,882.458529
1,646,5696.743793,883.0158888
1,647,6651.622047,874.4724409
1,648,7350.343368,883.6284102
1,649,5563.023726,886.3910369
1,650,5830.635359,879.980663
1,651,7855.315304,892.1413645
1,652,7891.546053,886.9671053
1,653,7930.27758,888.6014235
1,654,8168.743088,889.4711982
1,655,8292.547804,883.1447028
1,656,8551.945006,888.8512907
1,657,5380.445446,889.8376916
1,658,7285.292512,896.9446178
1,659,8454.686862,889.9253827
1,660,6724.24234,889.2746518
1,661,8995.196394,887.4739214
1,662,6695.639866,892.7102178
1,663,7098.365066,885.9729258
1,664,8654.093697,895.7683135
1,665,8782.367876,890.5634715
1,666,9158.49378,892.8999459
1,667,9552.565079,895.7280423
1,668,9055.917885,892.2744657
1,669,7061.343648,883.2060261
1,670,9337.711243,894.4307692
1,671,9487.012613,895.9972973
1,672,6887.531788,885.9397351
1,673,9370.859429,891.3908571
1,674,5732.655235,901.3438628
1,675,6606.725198,898.0962302
1,676,8880.192429,896.0883281
1,677,5284.085498,892.0454545
1,678,7329.300608,892.1268462
1,679,7615.125418,894.8567447
1,680,5426.940642,896.5502793
1,681,7211.971875,898.7541667
1,682,7482.021645,899.5627706
1,683,7246.367868,899.5315315
1,684,5882.246377,891.4879227
1,685,9120.214173,907.12021
1,686,9619.691089,913.4564356
1,687,4897.787732,914.5310734
1,688,6852.803446,903.4612373
1,689,7525.307774,907.6002115
1,690,9025.569838,903.6811741
1,691,6936.385235,909.661745
1,692,7677.307427,907.1243523
1,693,8228.258883,902.1049069
1,694,9231.982988,902.670858
1,695,5763.529126,901.3859223
1,696,8419.664912,910.1745614
1,697,9194.183773,903.8572825
1,698,5166.743066,907.9007299
1,699,6762.450742,913.1781377
1,700,7371.8,912.4512456
1,701,9310.495182,908.2209044
1,702,5358.554319,903.164267
1,703,8615.950174,914.8655852
1,704,5852.862138,915.5914086
1,705,7411.177686,907.5192837
1,706,8354.410546,911.519774
1,707,5192,908.7266776
1,708,8747.481278,913.6398678
1,709,8961.095595,910.0159325
1,710,5070.886819,909.1074499
1,711,5703.073896,914.9477912
1,712,6670.764208,923.6704958
1,713,7109.838428,910.7248908
1,714,8289.534173,914.9874101
1,715,9081.752171,912.9496236
1,716,9399.507375,912.0132743
1,717,5541.437821,912.946557
1,718,5644.714129,909.4617922
1,719,7446.509532,912.9636049
1,720,7740.276699,915.8713592
1,721,7831.522556,911.3599624
1,722,8705.447808,908.8308977
1,723,9516.095906,914.2245614
1,724,5121.846569,913.4710871
1,725,5813.621032,923.957672
1,726,7563.479835,902.3350569
1,727,6908.121785,916.2034796
1,728,7712.241758,918.96004
1,729,8031.9001,922.021978
1,730,9272.551295,912.7025907
1,731,7922.481107,916.9318489
1,732,8264.867596,909.4303136
1,733,9586.827684,919.4124294
1,734,8924.698548,913.0751494
1,735,7962.359946,919.5818674
1,736,8862.658631,916.3770492
1,737,5484.827609,917.7880752
1,738,8187.573744,916.63047
1,739,5252.968481,922.5487106
1,740,8089.431186,916.4555932
1,741,3370.909091,922.587344
1,742,6986.09309,913.4097889
1,743,8321.779699,920.1924812
1,744,5585.142857,917.4859813
1,745,6821.824811,913.8844697
1,746,7180.565689,915.4386536
1,747,4927.291667,927.7275641
1,748,5613.209561,923.9024231
1,749,9363.455497,925.4513089
1,750,9544.165404,926.2234848
1,751,7785.834028,935.2569444
1,752,4994.231195,921.3497923
1,753,7493.037778,924.97
1,754,7647.36728,930.10841
1,755,8635.311683,940.8616617
1,756,8682.143777,932.6688126
1,757,5291.319398,933.819398
1,758,7992.149682,931.8582803
1,759,8152.404237,924.7084746
1,760,8453.74132,940.790709
1,761,8520.408193,928.2150695
1,762,9002.484038,928.4529767
1,763,5453.681474,931.8516068
1,764,5514.362025,941.9324895
1,765,7436.214737,934.92
1,766,8486.824661,937.2551675
1,767,8851.758242,937.0197802
1,768,5043.052539,939.4781086
1,769,5759.944297,936.5477454
1,770,9213.6673,938.6197719
1,771,9263.409302,934.0527132
1,772,6719.056955,941.0558598
1,773,8574.514194,936.947621
1,774,9406.682831,938.6513761
1,775,6541.786585,946.6626016
1,776,8287.984694,944.8797376
1,777,8960.538995,942.6811092
1,778,9046.486614,939.0889764
1,779,8392.797514,941.2165196
1,780,6632.99189,946.0648824
1,781,9486.415066,937.4874446
1,782,9304.829422,944.9747292
1,783,7882.152618,938.3478261
1,784,7964.914032,948.2470356
1,785,6854.33119,942.3740622
1,786,8337.818331,942.9099836
1,787,5859.888459,947.8478401
1,788,6955.079529,945.6377025
1,789,7359.5875,947.5208333
1,790,9136.67854,946.1780944
1,791,7231.560732,951.0266223
1,792,5074.830918,951.6714976
1,793,9171.05274,946.4219235
1,794,9346.949305,953.2485691
1,795,9439.412456,941.3783784
1,796,5422.495033,951.4536424
1,797,7175.051282,958.2516619
1,798,5163.539666,954.4592902
1,799,5017.884584,955.2662819
1,800,5131.226471,952.5764706
1,801,5965.628998,951.7846482
1,802,7727.957049,956.3446185
1,803,9541.150901,951.9594595
1,804,5256.816598,955.9006148
1,805,6586.056799,956.211704
1,806,4533.871269,956.2472015
1,807,5657.773496,954.7126437
1,808,5690.591324,963.6090183
1,809,5555.335681,963.2355243
1,810,8089.237996,950.3549061
1,811,8244.455264,956.650519
1,812,6764.449064,955.7047817
1,813,8898.296794,960.688728
1,814,5782.051806,959.4308112
1,815,5288.645816,967.4735987
1,816,5718.070822,953.0084986
1,817,6514.153946,958.2341527
1,818,7563.934177,957.9048101
1,819,4774.606383,967.7411348
1,820,9202.362029,961.1783244
1,821,4573.616625,963.825062
1,822,5371.771644,967.2876235
1,823,9511.246269,958.6091418
1,824,9580.637168,956.5936011
1,825,5611.888372,959.6365449
1,826,7129.96875,965.171875
1,827,8514.914266,966.8024691
1,828,4490.362478,965.7417487
1,829,4710.042527,974.9130707
1,830,7840.602317,963.976834
1,831,7909.80402,959.3022254
1,832,7680.512306,970.2195596
1,833,9076.909017,963.5686434
1,834,6880.915182,965.0990734
1,835,7336.039352,970.2476852
1,836,8332.96702,969.7255595
1,837,8866.662983,963.7668508
1,838,5101.789096,966.4447633
1,839,5316.59628,973.2297593
1,840,8787.845501,976.4932088
1,841,5812.498655,969.9847534
1,842,5215.704898,974.2927121
1,843,5879.247347,974.9689796
1,844,4979.786525,974.2531915
1,845,7822.631395,975.2139535
1,846,8738.695868,980.8479339
1,847,7946.631982,974.0503834
1,848,5047.727009,979.3215062
1,849,9129.594595,978.4756757
1,850,4432.681774,968.5419479
1,851,9625.022872,980.5691489
1,852,5499.980556,969.125
1,853,6623.90012,978.2033694
1,854,7222.835805,981.8336864
1,855,8375.253366,979.9143207
1,856,9167.34966,980.6272109
1,857,9261.450115,979.2896552
1,858,4594.608883,982.0587393
1,859,8681.612544,980.9069297
1,860,9423.666667,977.6982968
1,861,5755.807018,985.5238095
1,862,8164.741463,983.155122
1,863,8311.19403,992.4372256
1,864,7445.824053,981.0790646
1,865,7500.724611,974.7932296
1,866,6510.546973,982.6430063
1,867,4536.269939,986.4672802
1,868,5907.829897,989.0747423
1,869,9319.680657,981.493309
1,870,4472.584337,988.6084337
1,871,6568.819199,985.6160188
1,872,8278.210425,988.0675676
